date,sz000001,sz000002,sz000004,sz000006,sz000007,sz000008,sz000009,sz000010,sz000011,sz000012,sz000014,sz000016,sz000017,sz000019,sz000020,sz000021,sz000025,sz000026,sz000027,sz000028,sz000029,sz000030,sz000031,sz000032,sz000034,sz000035,sz000036,sz000037,sz000039,sz000042,sz000045,sz000048,sz000049,sz000050,sz000055,sz000056,sz000058,sz000059,sz000060,sz000061,sz000062,sz000063,sz000065,sz000066,sz000068,sz000069,sz000070,sz000078,sz000088,sz000089,sz000090,sz000096,sz000099
2022-01-05,0.029581529581529598,0.03269754768392352,0.10005002501250626,-0.004640371229698292,0.043338683788122,-0.03389830508474578,-0.013768115942029091,0.02088772845953013,-0.016409266409266432,-0.027180067950169917,0.001524390243902607,0.007473841554558991,-0.008130081300812941,0.0015873015873015817,0.0043057050592034685,-0.01935483870967747,-0.0119760479041916,-0.029569892473118253,-0.021621621621621623,-0.017228464419475675,0.0038461538461538325,-0.02777777777777779,0.0,-0.002457002457002533,0.015614834092387841,-0.008635578583765069,0.0,-0.026282853566958697,-0.014478764478764394,0.0,-0.016967126193001114,-0.0013404825737265424,-0.08605463134113778,-0.0076045627376425395,0.006224066390041472,0.10015898251192357,-0.01911764705882346,0.005830903790087438,-0.013015184381778844,-0.0015948963317383713,0.018111254851228997,-0.014111610006414366,-0.013280212483399834,0.017820424948594926,0.017191977077363862,0.07433380084151486,-0.0030120481927710108,-0.030898876404494402,0.00411522633744843,-0.004160887656033285,0.010224948875255713,0.019464720194647178,-0.023201856148491795
2022-01-06,-0.0021023125437981127,-0.005277044854881119,-0.003183265120509149,0.002331002331002363,0.04615384615384621,0.04561403508771922,0.02571638501102136,-0.007672634271099765,0.007850834151128527,0.002328288707799775,0.0182648401826484,-0.014836795252225587,0.010928961748633892,0.0,0.019292604501607746,-0.002631578947368318,0.005387205387205496,0.009233610341643494,0.0027624309392264568,0.007240853658536661,0.01404853128991057,0.0117647058823529,0.010582010582010692,0.03201970443349755,-0.004484304932735439,0.010452961672473782,0.00691244239631339,0.006426735218509005,0.007835455435847072,0.016009852216748888,-0.005393743257820827,-0.008053691275167862,0.01752808988764043,0.0022988505747125743,0.01030927835051565,0.026011560693641522,-0.004497751124437843,0.04347826086956519,0.00219780219780219,-0.0015974440894568342,-0.022236340533672183,0.0042290175666883645,0.016150740242261152,-0.0033670033670032407,0.025352112676056526,-0.005221932114882533,-0.0030211480362538623,0.017391304347825987,0.0,-0.00835654596100277,-0.002024291497975894,0.0011933174224343368,0.0011876484560569
2022-01-07,0.004915730337078594,0.039787798408488007,-0.03649635036496357,0.0046511627906977715,-0.00588235294117645,-0.04026845637583898,-0.017191977077363862,-0.010309278350515427,0.0107108081791627,-0.010452961672473893,-0.01195814648729443,0.004518072289156683,-0.018918918918918948,-0.009508716323296307,-0.011566771819137678,-0.01319261213720313,-0.010716677829872734,-0.014638609332113472,0.0013774104683195176,-0.004161937192584175,0.018891687657430767,-0.00830564784053156,0.023560209424083878,0.05727923627684972,-0.003217503217503137,-0.008620689655172376,-0.0022883295194507935,-0.03831417624521072,0.008746355685131268,0.02666666666666684,-0.024945770065075923,-0.006089309878213767,-0.05388692579505294,0.000764525993883769,-0.01224489795918382,0.06760563380281703,-0.04668674698795172,-0.004166666666666652,0.006578947368421018,-0.01760000000000006,-0.02079272254710851,0.012309685779073432,-0.017218543046357615,-0.025675675675675746,-0.03571428571428581,0.009186351706036877,-0.021212121212121127,-0.019943019943019946,-0.002049180327868827,-0.001404494382022392,0.008113590263691739,-0.01191895113230057,-0.027283511269276417
2022-01-10,-0.0006988120195666747,0.012244897959183598,0.017992424242424088,0.011574074074073959,-0.050295857988165715,-0.0034965034965034336,0.008017492711370311,-0.00520833333333337,0.00481695568400764,-0.005868544600938885,0.030257186081694254,-0.014992503748125885,0.005509641873278293,0.014399999999999968,0.0,-0.006016042780748743,0.0020311442112390665,0.01578458681522754,0.004126547455295837,0.0026595744680850686,-0.003708281829418958,-0.00335008375209378,0.010230179028132946,0.09977426636568842,-0.0006455777921239303,0.006956521739130528,0.006880733944953921,0.003984063745019917,0.0009633911368014392,0.021251475796930208,0.0033370411568409697,0.03403675970047648,0.017973856209150263,0.0022918258212374365,0.0020661157024792765,0.01187335092348274,0.012638230647709303,0.01115760111576014,0.002178649237472685,0.01140065146579805,0.0033178500331785266,0.032319999999999904,0.0026954177897575704,0.06449375866851592,-0.014245014245014231,0.020806241872561637,0.003095975232198178,0.026162790697674465,-0.002053388090349051,0.0014064697609001975,0.03621730382293764,0.0024125452352232735,0.003658536585366079
2022-01-11,0.012587412587412583,0.0065524193548387455,-0.019069767441860508,0.004576659038901587,-0.006230529595015577,-0.03157894736842115,0.0,0.0,0.011505273250239867,0.009445100354191327,0.03671071953010285,0.0015220700152207556,0.0,-0.01104100946372244,0.0010638297872340718,-0.021519838601210428,-0.0013513513513514486,0.005484460694698434,-0.005479452054794498,0.019704433497536922,-0.007444168734491385,0.01680672268907557,0.012658227848101111,-0.043924466338259416,-0.016149870801033583,0.005181347150259086,0.006833712984054774,0.019841269841269993,-0.010587102983638186,-0.017341040462427793,-0.009977827050997812,-0.016458196181698526,-0.002751662462737836,-0.010670731707317027,0.0,0.0026075619295959918,-0.01092043681747279,-0.0055172413793103114,0.008695652173912993,-0.004830917874396157,-0.005291005291005346,-0.012089274643521275,-0.008064516129032362,0.0006514657980456473,0.0,0.01146496815286624,0.01851851851851838,0.0,-0.002057613168724437,0.001404494382022392,0.007766990291262044,-0.00962695547533099,-0.013365735115431487
2022-01-12,-0.023480662983425438,-0.011517275913870861,0.0104314841156945,-0.013667425968109215,0.03918495297805635,0.007246376811594235,0.03615328994938549,0.023560209424083878,-0.013270142180094813,-0.008187134502923965,-0.014164305949008416,-0.00455927051671734,0.024657534246575352,0.04465709728867617,0.029755579171094615,0.008247422680412342,0.008119079837618504,-0.009090909090909038,0.0013774104683195176,-0.011148272017837302,0.010000000000000009,0.0016528925619834212,-0.012499999999999956,-0.02361528553027048,0.0026263952724885353,-0.0068728522336769515,0.0,0.0,0.006809338521400754,-0.003529411764705781,0.016797312430011146,0.006693440428380271,0.03426074959760861,0.0038520801232664326,0.004123711340206171,0.09362808842652792,0.012618296529968376,0.012482662968099856,0.012931034482758674,0.004854368932038833,0.039893617021276695,-0.002510197678067261,0.0013550135501354532,-0.004557291666666741,0.046242774566473965,0.0,-0.009090909090909038,0.019830028328611915,0.0,0.008415147265077305,-0.019267822736030893,0.013365735115431265,0.014778325123152802
2022-01-13,-0.0007072135785006761,-0.023302938196555045,0.01313937118723607,0.002309468822170757,-0.010558069381598867,-0.025179856115107868,-0.04187020237264483,0.0,-0.008645533141210415,-0.018867924528301883,0.014367816091954033,-0.007633587786259555,0.0,0.012213740458015376,-0.009287925696594423,-0.01635991820040905,0.007382550335570448,-0.006422018348623881,-0.009628610729023324,-0.005636978579481311,0.0,-0.01980198019801971,-0.005063291139240533,-0.006156552330694676,-0.011787819253438081,0.0017301038062282892,-0.006787330316742168,-0.0077821011673151474,-0.01545893719806768,0.015348288075560657,-0.01651982378854633,-0.019946808510638236,-0.03379279679857705,-0.007674597083653034,-0.014373716632443578,-0.0998810939357907,-0.009345794392523255,0.03150684931506853,-0.0021276595744680327,0.0032206119162641045,-0.006393861892583175,-0.01824473104749913,-0.012178619756427533,-0.022890778286461688,-0.016574585635359185,-0.03400503778337538,0.00917431192660545,-0.011111111111111072,0.0,-0.006954102920723293,-0.00982318271119842,-0.0023980815347721673,-0.013349514563106735
2022-01-14,-0.03821656050955424,-0.03890041493775931,0.005558128763316406,-0.025345622119815503,-0.0030487804878047697,0.01845018450184499,0.036416605972323435,-0.017902813299232823,-0.04069767441860461,-0.014423076923077094,-0.008498583569405027,-0.03076923076923077,-0.021390374331550777,0.019607843137254832,-0.008333333333333304,-0.007623007623007605,-0.01332445036642238,-0.0184672206832871,-0.015277777777777835,-0.0022675736961451642,-0.024752475247524774,-0.005050505050505083,-0.0178117048346057,0.019469026548672552,-0.00994035785288272,-0.0017271157167529916,-0.02050113895216399,-0.030065359477124187,-0.018645731108930308,-0.037209302325581395,0.005599104143337197,-0.010176390773405708,0.027611596870685595,-0.0139211136890951,-0.025000000000000022,0.10039630118890353,0.0031446540880502027,-0.025232403718459584,-0.021321961620469176,-0.012841091492776902,-0.01287001287001277,-0.013457225248317939,-0.0328767123287671,-0.0053547523427041055,-0.03651685393258419,-0.029986962190351907,-0.018181818181818077,0.030898876404494402,-0.012371134020618513,-0.012605042016806678,-0.007936507936507908,-0.0024038461538461453,-0.024600246002460135
2022-01-17,-0.00735835172921262,0.00863464651915824,0.036849378166743385,0.014184397163120366,0.02752293577981657,-0.0036231884057970065,0.007027406886858767,0.005208333333333259,0.025252525252525304,-0.007317073170731603,-0.02571428571428569,0.02539682539682553,0.0191256830601092,-0.01183431952662728,0.017857142857142794,0.016759776536312776,0.005401755570560329,0.02822201317027262,0.0028208744710860323,-0.008333333333333304,0.010152284263959421,0.040609137055837685,-0.005181347150259086,0.04861111111111116,0.0997322623828647,-0.01038062283737029,0.006976744186046657,0.0026954177897575704,0.02300000000000013,0.0,0.027839643652561197,0.0034270047978066653,0.07747424988804297,0.0117647058823529,0.014957264957265126,0.038415366146458574,0.012539184952978122,0.006811989100817373,0.0,0.006504065040650486,0.05541069100391138,0.03897369275738871,0.021246458923512845,0.043068640646029666,-0.005830903790087438,0.021505376344086002,0.04166666666666652,-0.019073569482288777,0.0041753653444676075,0.0028368794326241176,0.0,0.004819277108433662,0.01513240857503173
2022-01-18,0.018532246108228234,0.03424291064740492,0.02043536206130603,0.0,0.03125,0.0036363636363636598,0.01535240753663647,-0.02849740932642486,-0.0049261083743843415,-0.009828009828009798,-0.029325513196480912,-0.018575851393188847,-0.029490616621983934,-0.025449101796407136,-0.01754385964912275,-0.0013736263736264798,-0.016118200134318306,-0.04300091491308311,0.00843881856540074,-0.02177234530175709,-0.013819095477387022,-0.016260162601626105,0.0078125,0.01945364238410585,0.06999391357273277,-0.00874125874125875,-0.006928406466512715,-0.009408602150537626,0.0029325513196480912,-0.007246376811594013,-0.021668472372697867,0.002732240437158362,-0.007689110556940881,0.006201550387596955,-0.023157894736842155,-0.023121387283237094,-0.03869969040247678,-0.004059539918809141,0.0,-0.029079159935379795,-0.009882643607164954,0.0006251953735543214,0.004160887656033285,-0.00903225806451613,-0.026392961876832932,0.053947368421052744,-0.004444444444444473,-0.04444444444444451,-0.0020790020790020236,0.012729844413012614,0.0040000000000000036,-0.00959232613908878,-0.013664596273291973
2022-01-19,-0.0007278020378457262,0.014485256078634379,-0.03787548976926414,0.00932400932400923,-0.0505050505050505,0.03623188405797095,-0.027491408934707917,0.008000000000000007,0.024752475247524774,0.017369727047146233,0.01812688821752273,-0.023659305993690816,0.011049723756906049,0.003072196620583778,-0.0010504201680672232,-0.0220082530949105,-0.00887372013651877,0.016252390057361454,-0.006973500697350032,0.0003904724716907726,0.003821656050955413,-0.013223140495867813,0.007751937984496138,-0.02679658952496955,0.0011376564277589818,-0.008818342151675429,-0.011627906976744096,0.0013568521031206426,-0.013645224171540016,0.009732360097323589,0.006644518272425293,-0.006130790190735702,-0.08481675392670152,-0.01001540832049308,0.004310344827586299,0.034319526627219155,0.056360708534621606,-0.010869565217391353,-0.0065359477124183885,0.0016638935108153063,-0.011228945726762363,-0.01936894720399862,0.005524861878453136,-0.01822916666666663,0.006024096385542244,0.0024968789013732895,0.0044642857142858094,0.0,-0.006250000000000089,0.0,0.009960159362550014,0.002421307506053294,-0.010075566750629705
2022-01-20,0.050254916241806225,0.009688934217236156,-0.03438914027149331,-0.004618937644341958,0.03039513677811545,-0.04195804195804187,-0.02473498233215543,-0.021164021164021052,-0.021256038647342934,-0.007317073170731603,-0.04896142433234418,-0.01938610662358642,-0.049180327868852514,-0.0214395099540583,-0.023133543638275578,0.002812939521800173,-0.02134986225895308,-0.024459078080903196,-0.005617977528089901,0.0078064012490242085,-0.010152284263959421,-0.03350083752093802,0.0,-0.04630788485607007,0.031249999999999778,-0.019572953736654908,-0.016470588235294237,-0.020325203252032464,-0.006916996047430679,0.009638554216867545,-0.04950495049504944,0.027416038382453767,0.01945080091533158,-0.008560311284046662,-0.03433476394849788,-0.05949656750572074,-0.047256097560975596,-0.03571428571428581,0.006578947368421018,-0.03488372093023251,-0.008201892744479466,0.011150047785918993,-0.020604395604395642,-0.01525198938992045,-0.029940119760478945,-0.001245330012453305,-0.028148148148148255,-0.023255813953488413,-0.0062893081761005165,0.008379888268156277,0.0,-0.019323671497584516,-0.01653944020356235
2022-01-21,0.0006934812760055475,-0.02121212121212135,-0.010309278350515427,-0.004640371229698292,0.008849557522123908,-0.03649635036496357,0.005072463768115876,-0.005405405405405461,-0.003948667324777944,-0.006142506142506221,0.02808112324492984,-0.009884678747940745,-0.002873563218390718,-0.017214397496087552,0.006458557588805203,0.0028050490883591017,-0.007741027445461013,0.0038572806171650598,0.0014124293785311437,-0.025561580170410547,0.0,-0.02772963604852674,0.007692307692307665,0.00962379702537186,-0.012121212121212088,-0.025408348457350183,0.0,0.0013831258644536604,-0.029850746268656803,-0.01670644391408116,0.01041666666666674,0.006004002668445585,0.006734006734006925,-0.005494505494505475,-0.008888888888888946,0.035279805352797844,-0.022399999999999975,-0.035612535612535634,-0.004357298474945481,-0.0103270223752151,-0.019083969465648942,-0.031505986137366104,-0.018232819074333828,-0.0013468013468013185,-0.006172839506172867,0.0012468827930174342,0.004573170731707377,-0.017857142857142905,-0.0042194092827004814,0.027700831024930705,0.0039447731755424265,-0.004926108374384119,-0.023285899094437346
2022-01-24,-0.008316008316008316,0.0025799793601650745,0.015625,-0.009324009324009341,0.011695906432748648,0.011363636363636243,0.020187454938716654,-0.01902173913043481,-0.007928642220019877,-0.003708281829418958,-0.018209408194233667,0.0,-0.0028818443804035088,-0.009554140127388644,-0.009625668449197877,-0.027972027972028024,0.006382978723404209,-0.022094140249759864,-0.03667136812411842,-0.006359300476947549,-0.016666666666666607,0.008912655971479388,-0.010178117048346036,-0.009532062391681029,-0.007250418293363037,-0.009310986964618184,-0.02631578947368407,-0.008287292817679592,-0.008205128205128198,-0.0024271844660194164,-0.01718213058419249,0.09946949602122013,0.05172798216276475,-0.006314127861089203,-0.024663677130044914,0.00235017626321965,0.0016366612111291534,0.001477104874446189,-0.032822757111597434,-0.012173913043478257,-0.008430609597924854,-0.03253090435914119,-0.0014285714285714457,-0.012137559002022957,-0.009316770186335477,-0.013698630136986245,-0.019726858877086473,-0.021212121212121127,-0.004237288135593098,-0.01212938005390829,-0.007858546168958758,0.003712871287128605,-0.015894039735099397
2022-01-25,-0.020265548567435454,-0.04065877509006688,-0.05641025641025643,-0.040000000000000036,-0.014450867052023031,-0.05617977528089879,-0.05229681978798584,-0.06094182825484762,-0.044955044955044876,-0.023573200992555887,-0.040185471406491424,-0.04492512479201327,-0.037572254335260125,-0.032154340836012874,-0.04535637149028082,-0.04604316546762599,-0.018322762508809043,-0.0491159135559921,-0.06588579795021965,-0.04280000000000006,-0.04563233376792697,-0.042402826855123754,-0.033419023136246895,-0.044619422572178435,-0.05898876404494391,-0.046992481203007475,-0.03439803439803446,-0.058495821727019504,-0.014477766287487093,-0.04744525547445266,-0.05944055944055937,0.014475271411338975,-0.054059783760865066,-0.0444797458300239,-0.04367816091954013,-0.0386869871043376,-0.05065359477124187,-0.05899705014749268,-0.02941176470588236,-0.04401408450704225,-0.09614126880313922,-0.026563550773369138,-0.048640915593705314,-0.07849829351535842,-0.050156739811912265,-0.02020202020202022,-0.05572755417956665,-0.034055727554179516,-0.019148936170212738,-0.0027285129604366354,-0.037623762376237546,-0.04562268803945735,-0.03499327052489898
2022-01-26,-0.012125534950071293,-0.0042918454935623185,0.09980237154150218,0.009803921568627416,-0.04985337243401755,0.02777777777777768,-0.01864280387770323,0.01179941002949847,0.025104602510460206,0.008894536213468918,0.0161030595813203,0.012195121951219301,0.01501501501501501,0.0016611295681063787,0.030542986425339258,-0.003016591251885359,0.0201005025125629,0.01446280991735538,0.006269592476489061,0.0004178854993732717,0.01775956284153013,0.01845018450184499,0.0,0.0,-0.04955223880597015,0.01380670611439827,0.012722646310432628,0.007396449704141883,-0.011542497376705096,0.016602809706258048,0.016109045848822667,-0.00832342449464929,0.03473778574630226,0.0033250207813799726,0.014423076923076872,-0.003658536585365746,0.020654044750430423,0.050156739811912265,0.00932400932400923,0.0018416206261511192,0.004341534008683201,0.002763385146804964,0.016541353383458635,0.0037037037037037646,0.03630363036303641,-0.0077319587628865705,0.011475409836065653,0.0064102564102563875,0.006507592190889255,-0.013679890560875485,0.03292181069958833,0.011627906976744207,0.01673640167364021
